"bus_date","venue_code","egm_description","manufacturer","fp","turnover_sum","gmp_sum","games_played_sum"
2024-11-01,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,3677.53,-701.23,2344.00
2024-11-01,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,2933.00,338.37,3955.00
2024-11-01,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,3617.75,442.25,5123.00
2024-11-01,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,1519.19,630.20,1476.00
2024-11-01,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,1576.51,221.97,1360.00
2024-11-01,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,4257.40,910.19,2689.00
2024-11-01,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,1613.73,407.81,1323.00
2024-11-01,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,14454.86,-1099.86,3231.00
2024-11-01,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,3059.69,616.18,3400.00
2024-11-01,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,6441.38,158.05,5524.00
2024-11-02,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,2373.96,-425.10,1658.00
2024-11-02,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,4281.75,75.50,2397.00
2024-11-02,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,1066.75,219.02,1072.00
2024-11-02,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,2153.50,660.53,2303.00
2024-11-02,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,1465.79,522.18,850.00
2024-11-02,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,2183.72,-447.07,2160.00
2024-11-02,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,1318.67,329.20,912.00
2024-11-02,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,5261.47,1173.96,1872.00
2024-11-02,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,2517.99,193.42,2221.00
2024-11-02,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,10694.70,815.42,6210.00
2024-11-03,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,2784.99,600.30,1616.00
2024-11-03,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,6894.25,925.33,5010.00
2024-11-03,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,2093.00,-68.73,2424.00
2024-11-03,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,2110.16,-415.13,1332.00
2024-11-03,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,3247.88,-5.79,1758.00
2024-11-03,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,2152.50,369.44,1709.00
2024-11-03,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,4068.02,776.67,2049.00
2024-11-03,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,3817.29,243.68,1476.00
2024-11-03,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,6243.03,871.26,5197.00
2024-11-03,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,12675.12,1736.70,7281.00
2024-11-04,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,6966.21,901.14,3470.00
2024-11-04,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,6856.00,1039.04,3796.00
2024-11-04,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,2511.50,-763.47,3991.00
2024-11-04,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,2241.51,779.32,1489.00
2024-11-04,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,4837.98,-1052.75,3013.00
2024-11-04,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,8746.52,-841.65,3961.00
2024-11-04,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,5599.46,1143.11,2935.00
2024-11-04,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,12607.81,-687.22,3260.00
2024-11-04,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,9948.96,1862.59,6149.00
2024-11-04,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,5524.17,-948.53,4473.00
2024-11-05,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,3418.51,401.89,1739.00
2024-11-05,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,4561.25,1187.49,2286.00
2024-11-05,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,1140.00,-534.37,1169.00
2024-11-05,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,1289.98,348.61,782.00
2024-11-05,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,1347.55,163.99,918.00
2024-11-05,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,1785.45,259.54,1052.00
2024-11-05,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,4114.89,-767.17,2622.00
2024-11-05,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,1817.69,385.90,949.00
2024-11-05,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,10311.77,2850.38,5569.00
2024-11-05,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,1937.64,990.86,1125.00
2024-11-06,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,6137.45,-204.26,2800.00
2024-11-06,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,4774.50,1234.07,2070.00
2024-11-06,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,739.50,313.04,686.00
2024-11-06,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,99.65,8.17,212.00
2024-11-06,10177,M)Genghis Khan Dragon Link F59 S63102,ARISTOCRAT,5,592.45,350.50,217.00
2024-11-06,10177,M)Golden Century Dragon Link F59 S62487,ARISTOCRAT,6,960.53,128.32,642.00
2024-11-06,10177,M)Peace And Long Life Dragon Link F59 S63126,ARISTOCRAT,7,3343.92,-242.26,2128.00
2024-11-06,10177,M)Panda Magic Dragon Link F59 S62561,ARISTOCRAT,8,1691.70,273.87,1178.00
2024-11-06,10177,M)Happy and Prosperous Dragon Link F59 S62477,ARISTOCRAT,9,1210.93,-561.26,1134.00
2024-11-06,10177,M)Spring Festival - Dragon Link F59 S62973,ARISTOCRAT,10,3165.59,312.13,1873.00
2024-11-07,10177,M)Raging Bull - Lightning Cash - F59 S63160,ARISTOCRAT,1,2105.85,93.69,1063.00
2024-11-07,10177,M)Bao Zhu Zhao Fu Blue Festival f64 s63912 a24620,ARISTOCRAT,2,6307.50,1325.16,3506.00
2024-11-07,10177,M)Bao Zhu Zhao Fu Red Festival f64 s63908 a24615,ARISTOCRAT,3,5974.75,2136.03,2836.00
2024-11-07,10177,M)Golden Gong Dragon Link  F62 S63596,ARISTOCRAT,4,2950.68,-387.85,979.00
